PCS_ID,PCS_Name,PCS_Level,Angle_Horizontal,Distance_Horizontal,Tset,Control_Method,Reference_time,Condition_without_PCS,Condition_with_PCS,Delta_P_All,Delta_P_Pelvis,Delta_P_Left_Upper_Arm,Delta_P_Right_Upper_Arm,Delta_P_Left_Forearm,Delta_P_Right_Forearm,Delta_P_Left_Hand,Delta_P_Right_Hand,Delta_P_Left_Lower_Leg,Delta_P_Right_Lower_Leg,Delta_P_Left_Foot,Delta_P_Right_Foot,PCS_Ta,PCS_MRT,PCS_RH,PCS_V,PCS_To,PCS_ET,PCS_Tsk_All,PCS_Tsk_Pelvis,PCS_Tsk_Left_Upper_Arm,PCS_Tsk_Right_Upper_Arm,PCS_Tsk_Left_Forearm,PCS_Tsk_Right_Forearm,PCS_Tsk_Left_Hand,PCS_Tsk_Right_Hand,PCS_Tsk_Left_Lower_Leg,PCS_Tsk_Right_Lower_Leg,PCS_Tsk_Left_Foot,PCS_Tsk_Right_Foot,PCS_P_All,PCS_P_Pelvis,PCS_P_Left_Upper_Arm,PCS_P_Right_Upper_Arm,PCS_P_Left_Forearm,PCS_P_Right_Forearm,PCS_P_Left_Hand,PCS_P_Right_Hand,PCS_P_Left_Lower_Leg,PCS_P_Right_Lower_Leg,PCS_P_Left_Foot,PCS_P_Right_Foot,Baseline_Ta,Baseline_MRT,Baseline_RH,Baseline_V,Baseline_To,Baseline_ET,Baseline_Tsk_All,Baseline_Tsk_Pelvis,Baseline_Tsk_Left_Upper_Arm,Baseline_Tsk_Right_Upper_Arm,Baseline_Tsk_Left_Forearm,Baseline_Tsk_Right_Forearm,Baseline_Tsk_Left_Hand,Baseline_Tsk_Right_Hand,Baseline_Tsk_Left_Lower_Leg,Baseline_Tsk_Right_Lower_Leg,Baseline_Tsk_Left_Foot,Baseline_Tsk_Right_Foot,Baseline_P_All,Baseline_P_Pelvis,Baseline_P_Left_Upper_Arm,Baseline_P_Right_Upper_Arm,Baseline_P_Left_Forearm,Baseline_P_Right_Forearm,Baseline_P_Left_Hand,Baseline_P_Right_Hand,Baseline_P_Left_Lower_Leg,Baseline_P_Right_Lower_Leg,Baseline_P_Left_Foot,Baseline_P_Right_Foot,PCS_ht_All,Baseline_ht_All,Delta_ht_All,Delta_Teq_All,PCS_ht_Pelvis,Baseline_ht_Pelvis,Delta_ht_Pelvis,Delta_Teq_Pelvis,PCS_ht_Left_Upper_Arm,Baseline_ht_Left_Upper_Arm,Delta_ht_Left_Upper_Arm,Delta_Teq_Left_Upper_Arm,PCS_ht_Right_Upper_Arm,Baseline_ht_Right_Upper_Arm,Delta_ht_Right_Upper_Arm,Delta_Teq_Right_Upper_Arm,PCS_ht_Left_Forearm,Baseline_ht_Left_Forearm,Delta_ht_Left_Forearm,Delta_Teq_Left_Forearm,PCS_ht_Right_Forearm,Baseline_ht_Right_Forearm,Delta_ht_Right_Forearm,Delta_Teq_Right_Forearm,PCS_ht_Left_Hand,Baseline_ht_Left_Hand,Delta_ht_Left_Hand,Delta_Teq_Left_Hand,PCS_ht_Right_Hand,Baseline_ht_Right_Hand,Delta_ht_Right_Hand,Delta_Teq_Right_Hand,PCS_ht_Left_Lower_Leg,Baseline_ht_Left_Lower_Leg,Delta_ht_Left_Lower_Leg,Delta_Teq_Left_Lower_Leg,PCS_ht_Right_Lower_Leg,Baseline_ht_Right_Lower_Leg,Delta_ht_Right_Lower_Leg,Delta_Teq_Right_Lower_Leg,PCS_ht_Left_Foot,Baseline_ht_Left_Foot,Delta_ht_Left_Foot,Delta_Teq_Left_Foot,PCS_ht_Right_Foot,Baseline_ht_Right_Foot,Delta_ht_Right_Foot,Delta_Teq_Right_Foot,Baseline_ht_Head,Baseline_P_Head,Delta_ht_Head,PCS_ht_Head,Delta_Teq_Head,Delta_P_Head,PCS_P_Head,PCS_Tsk_Head,Baseline_Tsk_Head,Baseline_ht_Chest,Baseline_P_Chest,Delta_ht_Chest,PCS_ht_Chest,Delta_Teq_Chest,Delta_P_Chest,PCS_P_Chest,PCS_Tsk_Chest,Baseline_Tsk_Chest,Baseline_ht_Back,Baseline_P_Back,Delta_ht_Back,PCS_ht_Back,Delta_Teq_Back,Delta_P_Back,PCS_P_Back,PCS_Tsk_Back,Baseline_Tsk_Back,Baseline_ht_Left_Thigh,Baseline_P_Left_Thigh,Delta_ht_Left_Thigh,PCS_ht_Left_Thigh,Delta_Teq_Left_Thigh,Delta_P_Left_Thigh,PCS_P_Left_Thigh,PCS_Tsk_Left_Thigh,Baseline_Tsk_Left_Thigh,Baseline_ht_Right_Thigh,Baseline_P_Right_Thigh,Delta_ht_Right_Thigh,PCS_ht_Right_Thigh,Delta_Teq_Right_Thigh,Delta_P_Right_Thigh,PCS_P_Right_Thigh,PCS_Tsk_Right_Thigh,Baseline_Tsk_Right_Thigh
8,"Standing fan (daison, long)",Level5,225.0,150.0,25,TskControl34,2025-02-04 15:59:49,2025-02-04_ID0_NoPCS_Ta25_TskControl34.csv,"2025-02-04_ID8_Standing fan (daison, long)_Level5_Angle225_Distance150_Ta25_TskControl34.csv",26.16,6.2,33.8,9.98,52.42,43.88,97.92,82.42,20.5,18.94,-4.22,-1.12,25.0,25.0,54.53,0.08,25.0,25.37,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,81.98,49.46,82.7,64.24,112.12,113.0,183.18,165.64,88.9,87.3,45.44,47.14,25.4,25.2,56.77,0.08,25.29,25.72,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.4,68.36,49.66,48.26,9.11,6.41,2.7,-4.08,5.5,4.97,0.53,-1.25,9.19,5.61,3.57,-6.02,7.14,6.23,0.91,-1.6,12.46,6.85,5.6,-7.65,12.56,7.94,4.62,-5.53,20.35,9.79,10.56,-10.0,18.4,9.55,8.85,-8.63,9.88,7.85,2.02,-2.61,9.7,7.85,1.85,-2.41,5.05,5.7,-0.65,0.74,5.24,5.54,-0.3,0.2,3.33,29.03,1.13,4.46,-2.17,11.11,40.14,34.0,34.0,3.69,32.18,0.92,4.62,-2.59,9.37,41.55,34.0,34.0,5.76,50.17,2.46,8.22,-4.15,23.84,74.01,34.0,34.0,7.91,68.87,4.67,12.58,-5.74,44.34,113.21,34.0,34.0,8.05,70.09,2.95,11.0,-3.59,28.9,98.99,34.0,34.0
8,"Standing fan (daison, long)",Level10,180.0,150.0,25,TskControl34,2025-02-04 17:40:49,2025-02-04_ID0_NoPCS_Ta25_TskControl34.csv,"2025-02-04_ID8_Standing fan (daison, long)_Level10_Angle180_Distance150_Ta25_TskControl34.csv",29.62,8.14,41.74,16.5,64.08,48.08,73.44,55.24,17.08,11.84,-3.16,-2.86,25.3,25.1,53.56,0.13,25.21,25.55,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,85.44,51.4,90.64,70.76,123.78,117.2,158.7,138.46,85.48,80.2,46.5,45.4,25.4,25.2,56.77,0.08,25.29,25.72,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.4,68.36,49.66,48.26,9.72,6.41,3.31,-4.62,5.85,4.97,0.88,-1.64,10.31,5.61,4.7,-7.43,8.05,6.23,1.82,-2.65,14.08,6.85,7.23,-9.35,13.33,7.94,5.4,-6.06,18.05,9.79,8.27,-7.5,15.75,9.55,6.2,-5.78,9.72,7.85,1.87,-2.17,9.12,7.85,1.28,-1.51,5.29,5.7,-0.41,0.55,5.16,5.54,-0.38,0.52,3.33,29.03,1.25,4.59,-1.76,11.3,40.33,34.0,34.0,3.69,32.18,1.67,5.37,-4.11,14.98,47.16,34.0,34.0,5.76,50.17,3.04,8.8,-4.97,27.16,77.33,34.0,34.0,7.91,68.87,6.92,14.83,-7.93,61.46,130.33,34.0,34.0,8.05,70.09,4.3,12.35,-4.8,38.48,108.57,34.0,34.0
8,"Standing fan (Daison, long)",Level3,270.0,150.0,22,TskControl34,2025-02-20 15:08:44,2025-02-20_ID0_NoPCS_Ta22_TskControl34.csv,"2025-02-20_ID8_Standing fan (Daison, long)_Level3_Angle270_Distance150_Ta22_TskControl34.csv",11.68,-7.0,8.92,17.38,6.58,9.56,19.58,15.42,5.76,7.08,-2.82,-2.78,21.9,22.2,49.95,0.07,22.06,22.18,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,88.4,50.66,77.76,89.52,90.64,105.74,142.1,129.02,99.56,105.64,64.08,64.1,22.1,22.3,49.02,0.15,22.19,22.27,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.72,57.66,68.84,72.14,84.06,96.18,122.52,113.6,93.8,98.56,66.9,66.88,7.4,6.5,0.91,-1.8,4.24,4.88,-0.64,1.43,6.51,5.83,0.68,-1.53,7.5,6.11,1.39,-2.85,7.59,7.12,0.47,-0.92,8.86,8.14,0.71,-1.17,11.9,10.37,1.53,-1.89,10.81,9.62,1.19,-1.6,8.34,7.94,0.4,-0.73,8.85,8.35,0.5,-0.85,5.37,5.66,-0.3,0.5,5.37,5.66,-0.29,0.49,4.06,47.93,0.64,4.7,-0.53,8.19,56.12,34.0,33.99,3.81,45.0,-0.22,3.59,0.53,-2.14,42.86,34.0,34.0,5.43,64.07,2.55,7.98,-5.78,31.18,95.25,34.0,34.0,7.87,93.0,1.08,8.95,-1.79,13.91,106.91,34.0,34.0,8.05,95.12,1.0,9.06,-1.59,13.03,108.15,34.0,34.0
9,Standing fan (Sunbeam),Level4,225.0,150.0,25,TskControl34,2025-02-05 14:24:51,2025-02-05_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-05_ID9_Standing fan (Sunbeam)_Level4_Angle225_Distance150_Ta25_TskControl34.csv,23.48,0.8,39.92,6.08,56.7,47.48,107.16,120.4,2.7,-2.04,-2.32,-4.4,25.1,25.1,53.51,0.12,25.1,25.43,34.0,34.0,34.0,34.0,34.0,34.0,33.92,34.0,34.0,34.0,34.0,34.0,82.16,48.72,89.34,62.92,117.52,116.42,202.88,204.8,75.62,74.18,47.26,44.3,25.4,25.4,52.23,0.1,25.4,25.68,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,58.68,47.92,49.42,56.84,60.82,68.94,95.72,84.4,72.92,76.22,49.58,48.7,9.23,6.82,2.41,-3.44,5.47,5.57,-0.1,-0.14,10.04,5.75,4.29,-6.95,7.07,6.61,0.46,-0.92,13.2,7.07,6.13,-8.02,13.08,8.02,5.06,-5.92,23.0,11.13,11.87,-9.63,23.01,9.81,13.2,-12.27,8.5,8.48,0.02,-0.32,8.33,8.86,-0.53,0.23,5.31,5.77,-0.46,0.4,4.98,5.66,-0.69,0.78,3.52,30.25,3.37,6.89,-8.43,31.04,61.28,34.0,34.0,4.13,35.56,0.71,4.84,-1.96,7.55,43.11,34.0,34.0,5.94,51.11,2.22,8.16,-4.05,21.52,72.63,34.0,34.0,8.07,69.36,3.54,11.6,-4.41,33.9,103.26,34.0,34.0,8.99,77.35,1.4,10.4,-1.74,15.19,92.54,34.0,34.0
9,Standing fan (Sunbeam),Level1,225.0,150.0,25,TskControl34,2025-02-05 13:29:51,2025-02-05_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-05_ID9_Standing fan (Sunbeam)_Level1_Angle225_Distance150_Ta25_TskControl34.csv,12.34,-4.16,26.58,3.16,35.02,31.18,62.52,64.68,-2.76,-7.8,-1.9,-4.08,24.9,25.1,53.8,0.09,25.0,25.33,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,71.02,43.76,76.0,60.0,95.84,100.12,158.24,149.08,70.16,68.42,47.68,44.62,25.4,25.4,52.23,0.1,25.4,25.68,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,58.68,47.92,49.42,56.84,60.82,68.94,95.72,84.4,72.92,76.22,49.58,48.7,7.89,6.82,1.07,-1.81,4.86,5.57,-0.71,0.75,8.44,5.75,2.7,-4.63,6.67,6.61,0.06,-0.48,10.65,7.07,3.58,-4.95,11.12,8.02,3.11,-3.89,17.58,11.13,6.45,-5.62,16.56,9.81,6.75,-6.59,7.8,8.48,-0.68,0.33,7.6,8.86,-1.26,0.88,5.3,5.77,-0.47,0.33,4.96,5.66,-0.71,0.72,3.52,30.25,2.14,5.66,-5.66,20.7,50.95,34.0,34.0,4.13,35.56,0.17,4.3,-0.86,3.17,38.73,34.0,34.0,5.94,51.11,0.92,6.87,-2.1,10.68,61.79,34.0,34.0,8.07,69.36,1.99,10.05,-2.8,21.12,90.48,34.0,34.0,8.99,77.35,0.03,9.03,-0.47,3.9,81.25,34.0,34.0
9,Standing fan (Sunbeam),Level1,180.0,150.0,25,TskControl34,2025-02-05 14:53:51,2025-02-05_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-05_ID9_Standing fan (Sunbeam)_Level1_Angle180_Distance150_Ta25_TskControl34.csv,7.38,-3.82,26.84,-4.1,39.1,40.32,54.74,63.34,-5.0,-9.78,-2.8,-4.0,25.0,25.2,53.83,0.09,25.1,25.43,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,66.06,44.1,76.26,52.74,99.92,109.26,150.46,147.74,67.92,66.44,46.78,44.7,25.4,25.4,52.23,0.1,25.4,25.68,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,58.68,47.92,49.42,56.84,60.82,68.94,95.72,84.4,72.92,76.22,49.58,48.7,7.42,6.82,0.6,-1.08,4.96,5.57,-0.62,0.69,8.57,5.75,2.82,-4.67,5.93,6.61,-0.68,0.62,11.23,7.07,4.15,-5.53,12.28,8.02,4.26,-5.03,16.91,11.13,5.78,-4.92,16.6,9.81,6.79,-6.45,7.63,8.48,-0.85,0.59,7.47,8.86,-1.4,1.1,5.26,5.77,-0.51,0.49,5.02,5.66,-0.64,0.71,3.52,30.25,1.66,5.18,-3.57,15.84,46.09,34.0,34.0,4.13,35.56,0.49,4.63,-1.43,5.62,41.18,34.0,34.0,5.94,51.11,0.44,6.38,-1.21,5.67,56.78,34.0,34.0,8.07,69.36,0.09,8.16,-0.52,3.22,72.58,34.0,34.0,8.99,77.35,-1.3,7.69,0.97,-8.9,68.45,34.0,34.0
9,Standing fan (Sunbeam),Level3,180.0,150.0,25,TskControl34,2025-05-02 15:03:00,2025-02-05_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-05_ID9_Standing fan (Sunbeam)_Level3_Angle180_Distance150_Ta25_TskControl34.csv,20.46,2.86,40.26,12.04,63.62,67.12,107.3,121.34,-5.9,-7.38,-2.84,-3.92,21.5,21.8,52.14,0.09,21.65,22.74,34.0,34.0,34.0,34.0,34.0,34.0,33.82,34.0,34.0,34.0,34.0,34.0,79.14,50.78,89.68,68.88,124.44,136.06,203.02,205.74,67.02,68.84,46.74,44.78,25.4,25.4,52.23,0.1,25.4,25.68,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,58.68,47.92,49.42,56.84,60.82,68.94,95.72,84.4,72.92,76.22,49.58,48.7,6.41,6.82,-0.42,-3.0,4.11,5.57,-1.46,-0.51,7.26,5.75,1.52,-7.01,5.58,6.61,-1.03,-1.82,10.08,7.07,3.0,-9.0,11.02,8.02,3.0,-8.37,16.68,11.13,5.55,-9.64,16.66,9.81,6.85,-12.36,5.43,8.48,-3.05,0.7,5.57,8.86,-3.29,0.83,3.78,5.77,-1.98,0.49,3.63,5.66,-2.04,0.69,3.52,30.25,0.97,4.49,-5.16,25.19,55.44,34.0,34.0,4.13,35.56,-0.43,3.7,-2.55,10.15,45.71,34.0,34.0,5.94,51.11,-0.4,5.54,-3.33,17.35,68.46,34.0,34.0,8.07,69.36,-0.55,7.52,-3.09,23.46,92.82,34.0,34.0,8.99,77.35,-2.38,6.62,-0.52,4.35,81.7,34.0,34.0
9,Standing fan (Sunbeam),Level1,270.0,150.0,25,TskControl34,2025-02-05 11:50:51,2025-02-05_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-05_ID9_Standing fan (Sunbeam)_Level1_Angle270_Distance150_Ta25_TskControl34.csv,7.8,-9.76,17.38,7.74,20.92,16.86,33.44,17.68,-3.28,-1.58,-2.26,-1.0,25.3,25.3,52.2,0.14,25.3,25.58,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,66.48,38.16,66.8,64.58,81.74,85.8,129.16,102.08,69.64,74.64,47.32,47.7,25.4,25.4,52.23,0.1,25.4,25.68,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,58.68,47.92,49.42,56.84,60.82,68.94,95.72,84.4,72.92,76.22,49.58,48.7,7.64,6.82,0.82,-1.14,4.39,5.57,-1.19,1.75,7.68,5.75,1.93,-3.02,7.42,6.61,0.81,-1.17,9.4,7.07,2.32,-2.96,9.86,8.02,1.85,-2.1,14.85,11.13,3.72,-3.0,11.73,9.81,1.92,-1.8,8.0,8.48,-0.47,0.39,8.58,8.86,-0.28,0.18,5.44,5.77,-0.33,0.39,5.48,5.66,-0.18,0.18,3.52,30.25,3.23,6.75,-9.46,28.44,58.69,34.0,34.0,4.13,35.56,-0.17,3.96,0.24,-1.08,34.48,34.0,34.0,5.94,51.11,1.72,7.66,-2.99,15.56,66.67,34.0,34.0,8.07,69.36,0.3,8.36,-0.48,3.4,72.76,34.0,34.0,8.99,77.35,-0.53,8.47,0.41,-3.67,73.68,34.0,34.0
9,Standing fan (Sunbeam),Level4,270.0,150.0,22,TskControl34,2025-02-21 18:01:43,2025-02-21_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-21_ID9_Standing fan (Sunbeam)_Level4_Angle270_Distance150_Ta22_TskControl34.csv,25.1,-2.52,24.96,28.84,36.0,45.32,69.0,60.26,7.96,6.4,1.62,-0.76,22.2,22.2,64.13,0.0,22.2,22.73,34.0,34.0,34.0,34.0,34.0,34.0,33.68,34.0,34.0,34.0,34.0,34.0,102.58,55.82,91.32,104.5,121.64,147.08,202.62,177.5,100.68,103.9,66.32,64.94,22.2,22.2,50.04,0.13,22.2,22.39,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,58.34,66.36,75.66,85.64,101.76,133.62,117.24,92.72,97.5,64.7,65.7,8.69,6.57,2.13,-3.82,4.73,4.94,-0.21,0.51,7.74,5.62,2.12,-4.44,8.86,6.41,2.44,-4.5,10.31,7.26,3.05,-4.96,12.46,8.62,3.84,-5.26,17.65,11.32,6.33,-6.09,15.04,9.94,5.11,-6.07,8.53,7.86,0.67,-1.01,8.81,8.26,0.54,-0.77,5.62,5.48,0.14,-0.3,5.5,5.57,-0.06,0.14,3.47,40.95,5.42,8.89,-23.69,63.94,104.89,34.0,34.0,3.72,43.9,0.62,4.34,-1.97,7.31,51.21,34.0,34.0,5.67,66.96,3.38,9.05,-7.5,39.88,106.84,34.0,34.0,8.08,95.33,1.24,9.32,-1.91,14.61,109.94,34.0,34.0,8.3,97.99,1.08,9.38,-1.61,12.75,110.74,34.0,34.0
9,Standing fan (Sunbeam),Level3,270.0,150.0,22,TskControl34,2025-02-21 17:51:53,2025-02-21_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-21_ID9_Standing fan (Sunbeam)_Level3_Angle270_Distance150_Ta22_TskControl34.csv,23.36,-2.96,23.6,29.24,32.24,44.44,68.82,54.14,8.22,5.58,-0.28,-1.56,22.2,22.1,66.22,0.04,22.14,22.69,34.0,34.0,34.0,34.0,34.0,34.0,33.86,34.0,34.0,34.0,34.0,34.0,100.84,55.38,89.96,104.9,117.88,146.2,202.44,171.38,100.94,103.08,64.42,64.14,22.2,22.2,50.04,0.13,22.2,22.39,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,58.34,66.36,75.66,85.64,101.76,133.62,117.24,92.72,97.5,64.7,65.7,8.5,6.57,1.94,-3.56,4.67,4.94,-0.27,0.6,7.59,5.62,1.96,-4.2,8.84,6.41,2.43,-4.56,9.94,7.26,2.68,-4.44,12.33,8.62,3.7,-5.15,17.27,11.32,5.95,-6.08,14.45,9.94,4.51,-5.45,8.51,7.86,0.65,-1.05,8.69,8.26,0.43,-0.68,5.43,5.48,-0.05,0.05,5.41,5.57,-0.16,0.28,3.47,40.95,5.06,8.53,-22.09,60.2,101.16,34.0,34.0,3.72,43.9,0.5,4.22,-1.66,6.19,50.09,34.0,34.0,5.67,66.96,3.08,8.76,-6.95,36.91,103.87,34.0,34.0,8.08,95.33,1.06,9.14,-1.71,13.04,108.37,34.0,34.0,8.3,97.99,0.92,9.23,-1.46,11.43,109.42,34.0,34.0
9,Standing fan (Sunbeam),Level4,225.0,150.0,22,TskControl34,2025-02-21 20:08:53,2025-02-21_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-21_ID9_Standing fan (Sunbeam)_Level4_Angle225_Distance150_Ta22_TskControl34.csv,34.62,13.28,46.84,9.04,68.98,74.3,72.9,97.96,19.3,10.18,0.72,-3.74,22.3,22.2,68.39,0.0,22.2,22.86,33.8,34.0,34.0,34.0,34.0,34.0,29.94,31.36,34.0,34.0,34.0,34.0,112.1,71.62,113.2,84.7,154.62,176.06,206.52,215.2,112.02,107.68,65.42,61.96,22.2,22.2,50.04,0.13,22.2,22.39,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,58.34,66.36,75.66,85.64,101.76,133.62,117.24,92.72,97.5,64.7,65.7,9.66,6.57,3.1,-5.27,6.07,4.94,1.13,-2.69,9.59,5.62,3.97,-8.33,7.18,6.41,0.77,-1.41,13.1,7.26,5.85,-9.5,14.92,8.62,6.3,-8.62,26.68,11.32,15.36,-6.44,23.49,9.94,13.56,-9.86,9.49,7.86,1.64,-2.46,9.13,8.26,0.86,-1.23,5.54,5.48,0.06,-0.13,5.25,5.57,-0.32,0.67,3.47,40.95,3.63,7.1,-11.72,42.83,83.78,34.0,34.0,3.72,43.9,0.91,4.63,-2.94,10.79,54.69,34.0,34.0,5.67,66.96,2.84,8.51,-6.47,33.47,100.43,34.0,34.0,8.08,95.33,4.66,12.74,-7.24,55.03,150.36,34.0,34.0,8.3,97.99,3.28,11.59,-5.02,38.76,136.75,34.0,34.0
9,Standing fan (Sunbeam),Level3,225.0,150.0,22,TskControl34,2025-02-21 19:02:18,2025-02-21_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-21_ID9_Standing fan (Sunbeam)_Level3_Angle225_Distance150_Ta22_TskControl34.csv,33.4,12.44,42.9,9.04,67.56,69.32,71.78,96.9,17.8,8.58,0.94,2.7,22.2,22.4,57.44,0.1,22.3,22.56,33.9,34.0,34.0,34.0,34.0,34.0,30.98,32.3,34.0,34.0,34.0,34.0,110.88,70.78,109.26,84.7,153.2,171.08,205.4,214.14,110.52,106.08,65.64,68.4,22.2,22.2,50.04,0.13,22.2,22.39,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,58.34,66.36,75.66,85.64,101.76,133.62,117.24,92.72,97.5,64.7,65.7,9.56,6.57,2.99,-5.09,6.05,4.94,1.11,-2.52,9.34,5.62,3.71,-7.63,7.24,6.41,0.83,-1.41,13.09,7.26,5.84,-9.31,14.62,8.62,6.0,-8.04,23.66,11.32,12.34,-6.34,21.41,9.94,11.48,-9.75,9.45,7.86,1.59,-2.27,9.07,8.26,0.8,-1.04,5.61,5.48,0.13,-0.17,5.85,5.57,0.28,-0.48,3.47,40.95,3.52,6.99,-11.63,40.81,81.77,34.0,34.0,3.72,43.9,0.93,4.65,-2.86,10.46,54.36,34.0,34.0,5.67,66.96,2.8,8.47,-6.24,32.18,99.13,34.0,34.0,8.08,95.33,4.64,12.72,-7.04,53.53,148.86,34.0,34.0,8.3,97.99,3.25,11.56,-4.83,37.21,135.2,34.0,34.0
